nombreOriginal;Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;esCruce;tipoVia;palabrasClave;idVia
CALL. DONOSO CORTES / CALL. ANDRES MELLADO;2019S031696;30/09/2019;15:30;CALLE DONOSO CORTES;-;CHAMBERÍ;Caída;;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;;2;Calle;DONOSO CORTES;249300
CALL. DONOSO CORTES / CALL. ANDRES MELLADO;2019S031696;30/09/2019;15:30;CALLE ANDRES MELLADO;-;CHAMBERÍ;Caída;;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;;2;Calle;ANDRES MELLADO;47600
AVDA. CERRO MILANO / CALL. ENTREPEÑAS;2019S031587;30/09/2019;14:15;AVENIDA CERRO MILANO;-;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;2;Avenida;CERRO MILANO;31000509
AVDA. CERRO MILANO / CALL. ENTREPEÑAS;2019S031587;30/09/2019;14:15;CALLE ENTREPEÑAS;-;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;2;Calle;ENTREPEÑAS;31000519
PASEO. CASTELLANA;2019S031567;30/09/2019;10:00; PASEO CASTELLANA;10;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;0;Paseo;CASTELLANA;153600
GTA. EMILIO CASTELAR / CALL. GENERAL ORAA;2019S031932;01/10/2019;21:15;GLORIETA EMILIO CASTELAR;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;02;2;Glorieta;EMILIO CASTELAR;263300
GTA. EMILIO CASTELAR / CALL. GENERAL ORAA;2019S031932;01/10/2019;21:15;CALLE GENERAL ORAA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;02;2;Calle;GENERAL ORAA;331700
CALL. AMOS DE ESCALANTE;2019S031721;01/10/2019;20:00; CALLE AMOS DE ESCALANTE;12;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;0;Calle;AMOS ESCALANTE;43300
CALL. AMOS DE ESCALANTE;2019S031721;01/10/2019;20:00; CALLE AMOS DE ESCALANTE;12;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;03;0;Calle;AMOS ESCALANTE;43300
CALL. EMBAJADORES;2019S031798;01/10/2019;19:00; CALLE EMBAJADORES;126;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01;0;Calle;EMBAJADORES;262000
CALL. EMBAJADORES;2019S031798;01/10/2019;19:00; CALLE EMBAJADORES;126;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;0;Calle;EMBAJADORES;262000
AVDA. POBLADOS / CALL. GUETARIA;2019S031846;01/10/2019;13:30;AVENIDA POBLADOS;-;USERA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Avenida;POBLADOS;600400
AVDA. POBLADOS / CALL. GUETARIA;2019S031846;01/10/2019;13:30;CALLE GUETARIA;-;USERA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Calle;GUETARIA;349700
CALL. TERESA LOPEZ VALCARCEL;2019S031783;01/10/2019;8:26; CALLE TERESA LOPEZ VALCARCEL;19;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07;0;Calle;TERESA LOPEZ VALCARCEL;740000
CALL. ARQUITECTO SANCHEZ ARCAS;2019S031955;02/10/2019;23:05; CALLE ARQUITECTO SANCHEZ ARCAS;3;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;0;Calle;ARQUITECTO SANCHEZ ARCAS;33025
CALL. FLAUTAS / CALL. CLARINETES;2019S033013;02/10/2019;20:45;CALLE FLAUTAS;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle;FLAUTAS;31000351
CALL. FLAUTAS / CALL. CLARINETES;2019S033013;02/10/2019;20:45;CALLE CLARINETES;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle;CLARINETES;31000350
CALL. GUAREÑA / PLAZA. DISTRITO LATINA;2019S032928;02/10/2019;20:45;CALLE GUAREÑA;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01;2;Calle;GUAREÑA;2504
CALL. GUAREÑA / PLAZA. DISTRITO LATINA;2019S032928;02/10/2019;20:45;PLAZA DISTRITO LATINA;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01;2;Plaza;DISTRITO LATINA;31004353
CALL. CALDERILLA;2019S032042;02/10/2019;20:05; CALLE CALDERILLA;1;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;06;0;Calle;CALDERILLA;31000314
CALL. ARMADA ESPAÑOLA / PASEO. CASTELLANA;2019S031944;02/10/2019;19:23;CALLE ARMADA ESPAÑOLA;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14;2;Calle;ARMADA ESPAÑOLA;31004360
CALL. ARMADA ESPAÑOLA / PASEO. CASTELLANA;2019S031944;02/10/2019;19:23;PASEO CASTELLANA;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14;2;Paseo;CASTELLANA;153600
CALL. NUÑEZ DE BALBOA / CALL. JOSE ORTEGA Y GASSET;2019S031828;02/10/2019;15:45;CALLE NUÑEZ DE BALBOA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;2;Calle;NUÑEZ BALBOA;542800
CALL. NUÑEZ DE BALBOA / CALL. JOSE ORTEGA Y GASSET;2019S031828;02/10/2019;15:45;CALLE JOSE ORTEGA Y GASSET;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;2;Calle;JOSE ORTEGA GASSET;405300
CALL. CARNICER;2019S031790;02/10/2019;14:45; CALLE CARNICER;11;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;06;0;Calle;CARNICER;147400
CALL. CARNICER;2019S031790;02/10/2019;14:45; CALLE CARNICER;11;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;DE 25 A 29 AÑOS;Mujer;07;0;Calle;CARNICER;147400
CALL. DOCTOR CORTEZO;2019S031771;02/10/2019;12:20; CALLE DOCTOR CORTEZO;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;02;0;Calle;DOCTOR CORTEZO;241100
CALL. CAMINO DE LOS VINATEROS;2019S031852;02/10/2019;9:30; CALLE CAMINO DE LOS VINATEROS;65;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;02;0;Calle;VINATEROS;790100
PLAZA. PUERTA DEL SOL / CALL. CARRETAS;2019S032025;03/10/2019;21:10;PLAZA PUERTA DEL SOL;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;;2;Plaza;PUERTA SOL;614900
PLAZA. PUERTA DEL SOL / CALL. CARRETAS;2019S032025;03/10/2019;21:10;CALLE CARRETAS;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;;2;Calle;CARRETAS;149300
CALL. SANTA ENGRACIA;2019S031989;03/10/2019;14:10; CALLE SANTA ENGRACIA;73;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;0;Calle;SANTA ENGRACIA;694525
CALL. SANTA ENGRACIA;2019S031989;03/10/2019;14:10; CALLE SANTA ENGRACIA;73;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;0;Calle;SANTA ENGRACIA;694525
MINISTERIO DE DEFENSA;2019S031862;03/10/2019;9:38; MINISTERIO DE DEFENSA;-;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;;MINISTERIO DEFENSA;-1
AVDA. OPORTO / CALL. CAMINO VIEJO DE LEGANES;2019S031868;03/10/2019;9:20;AVENIDA OPORTO;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14;2;Avenida;OPORTO;549100
AVDA. OPORTO / CALL. CAMINO VIEJO DE LEGANES;2019S031868;03/10/2019;9:20;CALLE CAMINO VIEJO DE LEGANES;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14;2;Calle;VIEJO LEGANES;433500
CALL. ALCALA;2019S032046;04/10/2019;20:15; CALLE ALCALA;426;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;0;Calle;ALCALA;18900
CALL. CARABIAS;2019S033087;04/10/2019;17:13; CALLE CARABIAS;1;LATINA;Atropello a persona;Se desconoce;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;0;Calle;CARABIAS;138900
CALL. CARABIAS;2019S033087;04/10/2019;17:13; CALLE CARABIAS;1;LATINA;Atropello a persona;Se desconoce;Bicicleta;Peatón;DE 50 A 54 AÑOS;Hombre;01;0;Calle;CARABIAS;138900
CALL. ALCALA / PLAZA. CIBELES;2019S032108;04/10/2019;9:30;CALLE ALCALA;-;RETIRO;Otro;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle;ALCALA;18900
CALL. ALCALA / PLAZA. CIBELES;2019S032108;04/10/2019;9:30;PLAZA CIBELES;-;RETIRO;Otro;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Plaza;CIBELES;168600
CALL. PUERTO DE BALBARAN;2019S031973;04/10/2019;9:10; CALLE PUERTO DE BALBARAN;121;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02;0;Calle;PUERTO BALBARAN;615800
PASEO. ESPERANZA / PASEO. ESPERANZA;2019S031994;04/10/2019;0:05;PASEO ESPERANZA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;2;Paseo;ESPERANZA;274600
PASEO. ESPERANZA / PASEO. ESPERANZA;2019S031994;04/10/2019;0:05;PASEO ESPERANZA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;2;Paseo;ESPERANZA;274600
AVDA. ANDALUCIA;2019S032930;05/10/2019;20:45; AVENIDA ANDALUCIA;1;USERA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;02;0;Avenida;ANDALUCIA;45700
CALL. ALBERTO AGUILERA;2019S032223;05/10/2019;18:36; CALLE ALBERTO AGUILERA;46;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle;ALBERTO AGUILERA;17200
GTA. SANTUARIO DE TISCAR;2019S032300;05/10/2019;16:10; GLORIETA SANTUARIO DE TISCAR;0;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;0;Glorieta;SANTUARIO TISCAR;31001308
CALL. SANTA SUSANA;2019S032272;05/10/2019;11:00; CALLE SANTA SUSANA;55;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;0;Calle;SANTA SUSANA;698950
CALL. ARZOBISPO MORCILLO;2019S032184;05/10/2019;7:15; CALLE ARZOBISPO MORCILLO;40;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;0;Calle;ARZOBISPO MORCILLO;78850
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;2;Glorieta;SANTA MARIA CABEZA;697175
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;2;Glorieta;SANTA MARIA CABEZA;697175
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;07;2;Glorieta;SANTA MARIA CABEZA;697175
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;07;2;Glorieta;SANTA MARIA CABEZA;697175
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE GOYA;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle;GOYA;341900
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE SERRANO;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle;SERRANO;710300
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE GOYA;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;07;2;Calle;GOYA;341900
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE SERRANO;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;07;2;Calle;SERRANO;710300
CALL. ALCALA;2019S032399;07/10/2019;21:50; CALLE ALCALA;5;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;02;0;Calle;ALCALA;18900
CALL. MARTINEZ IZQUIERDO;2019S032364;07/10/2019;17:25; CALLE MARTINEZ IZQUIERDO;44;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle;MARTINEZ IZQUIERDO;491000
CALL. PALMA / CALL. SAN BERNARDO;2019S032318;07/10/2019;17:15;CALLE PALMA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle;PALMA;558900
CALL. PALMA / CALL. SAN BERNARDO;2019S032318;07/10/2019;17:15;CALLE SAN BERNARDO;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle;SAN BERNARDO;661700
CALL. AREQUIPA;2019S032353;07/10/2019;10:15; CALLE AREQUIPA;2;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;0;Calle;AREQUIPA;899
PASEO. YESERIAS;2019S032355;08/10/2019;12:08; PASEO YESERIAS;51;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;03;0;Paseo;YESERIAS;801200
CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;2019S032575;09/10/2019;20:40;CALLE CAMINO DE LOS VINATEROS;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07;2;Calle;VINATEROS;790100
CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;2019S032575;09/10/2019;20:40;CALLE CORREGIDOR SEÑOR DE LA ELIPA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07;2;Calle;CORREGIDOR SEÑOR ELIPA;215600
CALL. ESCALONA;2019S033177;09/10/2019;19:35; CALLE ESCALONA;48;LATINA;Alcance;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;07;0;Calle;ESCALONA;271200
CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA;2019S032458;09/10/2019;15:05;CALLE MARIA DE MOLINA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle;MARIA MOLINA;477300
CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA;2019S032458;09/10/2019;15:05;CALLE PRINCIPE DE VERGARA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle;PRINCIPE VERGARA;610450
CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA;2019S032663;10/10/2019;20:45;CALLE CAMINO DE LOS VINATEROS;-;MORATALAZ;Colisión frontal;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle;VINATEROS;790100
CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA;2019S032663;10/10/2019;20:45;CALLE ARROYO DE LA MEDIA LEGUA;-;MORATALAZ;Colisión frontal;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle;ARROYO MEDIA LEGUA;75300
CALL. ALCALA;2019S032645;10/10/2019;18:00; CALLE ALCALA;231;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;0;Calle;ALCALA;18900
CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;2019S032737;11/10/2019;8:10;CALLE LOPEZ DE HOYOS;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05;2;Calle;LOPEZ HOYOS;441300
CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;2019S032737;11/10/2019;8:10;CALLE CARTAGENA;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05;2;Calle;CARTAGENA;149800
CALL. VIRGEN DE LA ALEGRIA;2019S032806;12/10/2019;13:41; CALLE VIRGEN DE LA ALEGRIA;4;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;0;Calle;VIRGEN ALEGRIA;791400
CALL. ALFONSO XII;2019S032872;12/10/2019;1:15; CALLE ALFONSO XII;60;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;Calle;ALFONSO XII;27500
CALL. JOSE ORTEGA Y GASSET / PLAZA. MARQUES DE SALAMANCA;2019S032978;14/10/2019;20:40;CALLE JOSE ORTEGA Y GASSET;-;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle;JOSE ORTEGA GASSET;405300
CALL. JOSE ORTEGA Y GASSET / PLAZA. MARQUES DE SALAMANCA;2019S032978;14/10/2019;20:40;PLAZA MARQUES DE SALAMANCA;-;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Plaza;MARQUES SALAMANCA;486600
PLAZA. PUERTA CERRADA;2019S032883;14/10/2019;10:30; PLAZA PUERTA CERRADA;12;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01;0;Plaza;PUERTA CERRADA;614500
CALL. SAMARIA / AVDA. NAZARET;2019S032970;14/10/2019;10:05;CALLE SAMARIA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;2;Calle;SAMARIA;657904
CALL. SAMARIA / AVDA. NAZARET;2019S032970;14/10/2019;10:05;AVENIDA NAZARET;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;2;Avenida;NAZARET;531800
CALL. EVANGELIOS / CALL. OLVIDO;2019S033133;14/10/2019;7:55;CALLE EVANGELIOS;-;USERA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle;EVANGELIOS;284700
CALL. EVANGELIOS / CALL. OLVIDO;2019S033133;14/10/2019;7:55;CALLE OLVIDO;-;USERA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle;OLVIDO;547600
CALL. ENRIQUE LARRETA;2019S033105;15/10/2019;21:20; CALLE ENRIQUE LARRETA;7;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle;ENRIQUE LARRETA;267400
CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;2019S033074;15/10/2019;19:05;CALLE SAGASTA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Calle;SAGASTA;653500
CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;2019S033074;15/10/2019;19:05;CALLE FRANCISCO DE ROJAS;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Calle;FRANCISCO ROJAS;308800
PASEO. LA HABANA;2019S033093;15/10/2019;17:33; PASEO LA HABANA; 144A;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;0;Paseo;HABANA;353200
CALL. CYESA;2019S033057;15/10/2019;16:40; CALLE CYESA;3;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;0;Calle;CYESA;227700
CALL. DUQUE DE SESTO;2019S033115;16/10/2019;23:20; CALLE DUQUE DE SESTO;7;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;0;Calle;DUQUE SESTO;254100
GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;2019S033112;16/10/2019;22:10;GLORIETA RUIZ JIMENEZ;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03;2;Glorieta;RUIZ JIMENEZ;651100
GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;2019S033112;16/10/2019;22:10;CALLE ALBERTO AGUILERA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03;2;Calle;ALBERTO AGUILERA;17200
CALL. JUAN DE MARIANA;2019S033141;16/10/2019;8:40; CALLE JUAN DE MARIANA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07;0;Calle;JUAN MARIANA;414800
CALL. JUAN DE MARIANA;2019S033141;16/10/2019;8:40; CALLE JUAN DE MARIANA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Peatón;DE 55 A 59 AÑOS;Hombre;14;0;Calle;JUAN MARIANA;414800
CALL. GRAN VIA;2019S033232;17/10/2019;22:45; CALLE GRAN VIA;46;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;14;0;Calle;GRAN VIA;342950
CALL. AGUSTIN DE FOXA;2019S033316;17/10/2019;20:00; CALLE AGUSTIN DE FOXA;58;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;05;0;Calle;AGUSTIN FOXA;10200
PASEO. RECOLETOS;2019S033173;17/10/2019;16:00; PASEO RECOLETOS;7;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;0;Paseo;RECOLETOS;633005
CALL. EVANGELIOS;2019S033299;17/10/2019;15:30; CALLE EVANGELIOS;1;USERA;Caída;;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;0;Calle;EVANGELIOS;284700
CALL. SAN BERNARDO;2019S033161;17/10/2019;15:15; CALLE SAN BERNARDO;27;CENTRO;Colisión lateral;Nublado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle;SAN BERNARDO;661700
AVDA. MORATALAZ / PLAZA. CORREGIDOR ALONSO DE AGUILAR;2019S033221;17/10/2019;7:05;AVENIDA MORATALAZ;-;MORATALAZ;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Avenida;MORATALAZ;522000
AVDA. MORATALAZ / PLAZA. CORREGIDOR ALONSO DE AGUILAR;2019S033221;17/10/2019;7:05;PLAZA CORREGIDOR ALONSO DE AGUILAR;-;MORATALAZ;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Plaza;CORREGIDOR ALONSO AGUILAR;212500
CALL. SERRANO;2019S033325;18/10/2019;15:25; CALLE SERRANO;1;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;0;Calle;SERRANO;710300
CALL. PRINCESA;2019S033921;18/10/2019;8:41; CALLE PRINCESA;92;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Calle;PRINCESA;610000
CALL. BRAVO MURILLO;2019S033273;18/10/2019;8:15; CALLE BRAVO MURILLO;133;TETUÁN;Caída;Lluvia débil;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;0;Calle;BRAVO MURILLO;114600
TRVA. SAN MATEO / CALL. HORTALEZA;2019S033483;20/10/2019;14:12;TRAVESIA SAN MATEO;-;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;2;Travesia;SAN MATEO;678900
TRVA. SAN MATEO / CALL. HORTALEZA;2019S033483;20/10/2019;14:12;CALLE HORTALEZA;-;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;2;Calle;HORTALEZA;365400
CALL. ORENSE;2019S033482;20/10/2019;13:45; CALLE ORENSE;18;TETUÁN;Alcance;Lluvia débil;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14;0;Calle;ORENSE;550500
